cluster_file,rmax,n_slices,vol_slice,n_slices_used,n_points,elapsed_sec
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,2.080718528976332,30,27.177138960300105,30,95017,0.6311131809998187
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,2.5318423953503633,30,28.592660990249996,30,95017,0.6442050210007437
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,3.0807751387916715,30,29.38242040929989,30,95017,0.6321398159998353
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,3.748722856220058,30,30.738509888449876,30,95017,0.6264335319992824
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,4.561489371878808,30,31.910656240049786,30,95017,0.609645354001259
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,5.550473077848112,30,33.173033535599835,30,95017,0.6109946050000872
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,6.753879901122618,30,34.871187157799774,30,95017,0.6126983930007555
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,8.218199255994355,30,35.64053497864974,30,95017,0.6094370350001554
config1_leaf00cm_tol40cm_cluster_06_ndvi.las,10.0,30,36.73961484479972,30,95017,0.6029763330006972
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.05,30,1.7965116735999627,30,90680,0.8618080569995072
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.060840578869549786,30,1.9537837231999717,30,90680,0.8259370300002047
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.07403152074363813,30,2.2002959935999695,30,90680,0.8393563680001535
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.09008241153272054,30,2.5153262207999756,30,90680,0.7798978649989294
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.10961332127231452,30,2.90094440480001,30,90680,0.7608702880006604
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.133378758360431,30,3.4397967216000374,30,90680,0.7716920769998978
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.16229681735100848,30,4.1434924672000415,30,90680,0.7239887030009413
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.19748464632641896,30,4.982702556799993,30,90680,0.7111947220000729
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.24030160400695275,30,6.356074987199939,30,90680,0.7172066479997738
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.2924017738212865,30,8.301298220799906,30,90680,0.6623366559997521
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.3557978636354049,30,10.371092913599949,30,90680,0.657513337000637
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.4329389596825433,30,12.079770347199894,30,90680,0.6149838199999067
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.5268051384453322,30,14.210553238399818,30,90680,0.5900037660012458
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.6410225914893466,30,15.797268222399882,30,90680,0.5478753150000557
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.7800037106934158,30,17.173038025599936,30,90680,0.5682856749990606
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,0.9491175455796848,30,18.799516071999836,30,90680,0.5638042759983364
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,1.1548972177662866,30,19.903295529599873,30,90680,0.5580701930011855
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,1.4052923052746675,30,20.956695492799838,30,90680,0.5321442050008045
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,1.7099759466766964,30,22.063656052799782,30,90680,0.5323608810012956
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,2.080718528976332,30,23.22382223679981,30,90680,0.5363456039995071
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,2.5318423953503633,30,24.24953391679992,30,90680,0.5181554360005975
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,3.0807751387916715,30,25.610382718399904,30,90680,0.5592149719996087
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,3.748722856220058,30,26.69894427199986,30,90680,0.5350391100000707
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,4.561489371878808,30,27.993779319999827,30,90680,0.5377991330005898
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,5.550473077848112,30,29.15381030079988,30,90680,0.524782476000837
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,6.753879901122618,30,30.367251660799948,30,90680,0.5343122159993072
config1_leaf00cm_tol40cm_cluster_07_ndvi.las,8.218199255994355,30,31.48388447519999,30,90680,0.52186279200032
